ID,Station_ID,FIR_Number,Date,Crime_Group,Crime_Subgroup,Latitude,Longitude,Narrative,Status
897,66,0002/2024,2024-10-01,Motor Vehicle Theft,IPC 379 r/w 411,15.14066,76.883165,"On 01-10-2024, Nitesh Koshy approached the station to report that Ekansh Kapoor drove away with the victim's auto-rickshaw near Lake View Area, Ballari City at approximately 13:30 hrs. The accused was armed with an iron rod. Investigation revealed prior criminal history of the accused. Case booked under Section 379 r/w 411.",Closed
898,54,0005/2025,2025-08-05,Rioting,IPC 147,15.866299,74.510618,"On 05-08-2025, at approximately 23:00 hrs, the complainant Janaki Kar reported that Kiaan Balakrishnan committed rioting near Commercial Street, Chikkodi. The accused fled towards northeast on a blue Tata Indica. Case registered under IPC Section 147.",Under Investigation
899,205,0003/2026,2026-06-15,Theft,IPC 379,16.799062,77.068645,"The complainant Niharika Bhasin stated that on 15-06-2026 around 18:30 hrs, while at New Extension, Yadgir City, Yatin Walia along with 5 unknown accomplices stole a mobile phone. The accused was armed with a sharp-edged weapon (knife). Local witnesses identified the suspect. FIR filed under Section 379 IPC.",Chargesheeted
900,204,0001/2025,2025-10-03,Theft,IPC 379,17.892919,77.402177,"Received complaint from Brijesh Nagi regarding an incident on 03-10-2025. The accused Yug Som allegedly pilfered cash from the counter at Commercial Street, Humnabad during 23:00 hrs. The accused was armed with an iron rod. The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 379.",Chargesheeted
901,33,0004/2025,2025-11-03,Attempt to Murder,IPC 307,12.222265,76.639513,"Received complaint from Ayaan Hans regarding an incident on 03-11-2025. The accused Gagan Mitra allegedly struck the victim on the head at Market Area, Nanjangud during 21:00 hrs. The accused was armed with a sharp-edged weapon (knife). The accused was later identified through CCTV footage from nearby shop. Charges framed under IPC 307.",Acquitted
902,12,0007/2025,2025-06-26,Theft,IPC 379,12.895713,77.585219,"On 26-06-2025, Mahika Sengupta approached the station to report that Lakshit Kara pilfered cash from the counter near Railway Station Road, Electronic City at approximately 22:45 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Chargesheeted
903,122,0002/2024,2024-10-15,Assault,IPC 323,13.382006,75.78062,"Received complaint from Joshua Srinivas regarding an incident on 15-10-2024. The accused Urvashi Mangal allegedly assaulted the victim at Gandhi Nagar, Tarikere during 04:00 hrs. The accused was later identified through CCTV footage from nearby ATM. Charges framed under IPC 323.",Chargesheeted
904,187,0002/2025,2025-06-22,Theft,IPC 379,15.261525,76.146879,"The complainant Nakul Khurana stated that on 22-06-2025 around 05:15 hrs, while at Station Road, Koppal City, Sara Ramanathan along with 2 unknown accomplices pilfered cash from the counter. The accused was armed with an iron rod. Local witnesses identified the suspect. FIR filed under Section 379 IPC.",Under Investigation
905,195,0003/2025,2025-11-08,Counterfeiting,IPC 489A,16.19728,75.747926,"An incident of counterfeiting was reported on 08-11-2025 at Bus Stand, Mudhol. The victim Widisha Borde sustained fatal injuries. Andrew Parsa is identified as the primary suspect. The accused was armed with a sickle. The matter is being investigated under IPC Section 489A. Forensic team dispatched to the scene.",Under Investigation
906,52,0003/2025,2025-10-05,Burglary,IPC 457,15.776137,74.472599,"On 05-10-2025, at approximately 03:00 hrs, the complainant Azaan Sahni reported that Mohammed Guha committed burglary near College Road, Gokak. The accused was armed with a sickle. The accused fled towards towards the highway on foot. Case registered under IPC Section 457.",Acquitted
907,85,0002/2026,2026-05-06,Murder,IPC 302,13.884545,75.615457,"The complainant Frado Dhingra stated that on 06-05-2026 around 00:45 hrs, while at Ring Road, Sorab, Krishna Batra along with 5 unknown accomplices caused the death of the victim by assault. The accused was armed with a machete. Local witnesses identified the suspect. FIR filed under Section 302 IPC.",Closed
908,154,0002/2025,2025-09-26,Arson,IPC 435,12.739815,77.282991,"The complainant Kala Mall stated that on 26-09-2025 around 00:00 hrs, while at MG Road, Channapatna, Jack Kala along with 4 unknown accomplices set fire to the property. The accused was armed with an iron rod. Local witnesses identified the suspect. FIR filed under Section 435 IPC.",Under Investigation
909,150,0001/2024,2024-10-19,Cheating & Fraud,IPC 420,13.140818,78.03126,"Received complaint from Avni Shetty regarding an incident on 19-10-2024. The accused Chatura Chada allegedly cheated the victim of Rs. 37,000 at Gandhi Nagar, Malur during 08:30 hrs. The accused was armed with a country-made firearm. The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 420.",Under Investigation
910,14,0002/2024,2024-09-11,Rioting,IPC 147,12.937191,77.562084,"An incident of rioting was reported on 11-09-2024 at Old Town, Hebbal. The victim Chavvi Wason sustained moderate injuries. Azaan Seshadri is identified as the primary suspect. The accused was armed with a machete. The matter is being investigated under IPC Section 147. Forensic team dispatched to the scene.",Chargesheeted
911,7,0003/2026,2026-02-16,Theft,IPC 379,13.007413,77.565315,"On 16-02-2026, at approximately 21:45 hrs, the complainant Darika Singhal reported that Zayan Vohra committed theft near Industrial Area, Basavanagudi. The accused fled towards west on a goods tempo. Case registered under IPC Section 379.",Chargesheeted
912,55,0002/2026,2026-03-14,Robbery,IPC 392,15.796529,74.44302,"Received complaint from Libni Devan regarding an incident on 14-03-2026. The accused Chaman Bhat allegedly looted cash at knife-point at Temple Street, Ramdurg during 00:30 hrs. The accused was armed with no weapon (verbal threat). The accused was later identified through CCTV footage from nearby petrol bunk. Charges framed under IPC 392.",Chargesheeted
913,142,0004/2025,2025-01-19,Assault,IPC 323,12.531946,76.85492,"An incident of assault was reported on 19-01-2025 at Bus Stand, Pandavapura. The victim Geetika Chand sustained moderate injuries. Wakeeta Murthy is identified as the primary suspect. The accused was armed with a machete. The matter is being investigated under IPC Section 323. Forensic team dispatched to the scene.",Under Investigation
914,2,0002/2026,2026-05-07,Cybercrime,IPC 66C IT Act,12.99725,77.618,"On 07-05-2026, Hema Walia approached the station to report that Amaira Khare hacked the victim's bank account near New Extension, Koramangala at approximately 04:45 hrs. The accused was armed with a country-made firearm. Investigation revealed prior criminal history of the accused. Case booked under Section 66C IT Act.",Chargesheeted
915,56,0005/2025,2025-12-02,Assault,IPC 323,15.856154,74.468869,"On 02-12-2025, at approximately 00:30 hrs, the complainant Zayan Loyal reported that Warjas Pall committed assault near Hospital Road, Khanapur. The accused fled towards towards the bus stand on a goods tempo. Case registered under IPC Section 323.",Under Investigation
916,19,0002/2025,2025-10-31,Burglary,IPC 457,12.891979,77.513413,"On 31-10-2025, Bhavya Varghese approached the station to report that Wyatt Dayal broke into the residence near Temple Street, Banashankari at approximately 00:30 hrs. The accused was armed with a sickle. Investigation revealed prior criminal history of the accused. Case booked under Section 457.",Under Investigation
917,47,0001/2026,2026-06-05,Murder,IPC 302,15.448097,75.096181,"Received complaint from Dhriti Naik regarding an incident on 05-06-2026. The accused Sachi Sood allegedly stabbed the victim at Bypass Road, Vidyanagar during 09:00 hrs. The accused was armed with a glass bottle. The accused was later identified through CCTV footage from nearby ATM. Charges framed under IPC 302.",Chargesheeted
918,208,0001/2026,2026-06-08,Theft,IPC 379,16.769851,77.090109,"An incident of theft was reported on 08-06-2026 at MG Road, Shorapur. The victim Rayaan Pall sustained life-threatening injuries. Henry Saini is identified as the primary suspect. The matter is being investigated under IPC Section 379. Forensic team dispatched to the scene.",Under Investigation
919,37,0003/2026,2026-04-25,Theft,IPC 379,12.812687,74.907313,"The complainant Rehaan Nayak stated that on 25-04-2026 around 21:30 hrs, while at Lake View Area, Mangaluru South, Gabriel Hans along with 2 unknown accomplices pilfered cash from the counter. The accused was armed with no weapon (verbal threat). Local witnesses identified the suspect. FIR filed under Section 379 IPC.",Acquitted
920,205,0001/2024,2024-11-17,Assault,IPC 323,16.827841,77.029235,"An incident of assault was reported on 17-11-2024 at Agricultural Market Yard, Yadgir City. The victim Arya Lalla sustained life-threatening injuries. Viraj Chaudhari is identified as the primary suspect. The matter is being investigated under IPC Section 323. Forensic team dispatched to the scene.",Under Investigation
921,199,0002/2024,2024-11-03,Criminal Breach of Trust,IPC 406,18.019464,77.490406,"Received complaint from Raghav Dewan regarding an incident on 03-11-2024. The accused Gabriel Sachdev allegedly misappropriated funds at Ring Road, Bidar City during 04:00 hrs. The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 406.",Chargesheeted
922,139,0004/2025,2025-02-06,Cybercrime,IPC 66C IT Act,12.541538,76.934275,"An incident of cybercrime was reported on 06-02-2025 at MG Road, Mandya City. The victim Ranveer Pathak sustained minor injuries. Manan Sethi is identified as the primary suspect. The accused was armed with acid. The matter is being investigated under IPC Section 66C IT Act. Forensic team dispatched to the scene.",Acquitted
923,24,0003/2025,2025-11-08,Narcotics (NDPS Act),IPC 21(b) NDPS,13.163858,77.607557,"The complainant Samarth Shere stated that on 08-11-2025 around 09:30 hrs, while at MG Road, Nelamangala, Harrison Yohannan along with 2 unknown accomplices was transporting illegal drugs. The accused was armed with an iron rod. Local witnesses identified the suspect. FIR filed under Section 21(b) NDPS IPC.",Closed
924,111,0004/2025,2025-05-31,Motor Vehicle Theft,IPC 379 r/w 411,13.008903,76.144308,"The complainant Jacob Manne stated that on 31-05-2025 around 19:15 hrs, while at Gandhi Nagar, Holenarasipura, Girik Krish along with 2 unknown accomplices drove away with the victim's auto-rickshaw. Local witnesses identified the suspect. FIR filed under Section 379 r/w 411 IPC.",Closed
925,33,0002/2024,2024-09-13,Assault,IPC 323,12.230409,76.612459,"An incident of assault was reported on 13-09-2024 at Temple Street, Nanjangud. The victim Samesh Nazareth sustained minor injuries. Sai Biswas is identified as the primary suspect. The accused was armed with a sickle. The matter is being investigated under IPC Section 323. Forensic team dispatched to the scene.",Chargesheeted
926,174,0003/2026,2026-06-18,Narcotics (NDPS Act),IPC 21(b) NDPS,15.512036,74.960845,"Received complaint from Watika Prasad regarding an incident on 18-06-2026. The accused Ekapad Dalal allegedly was found in possession of ganja at College Road, Kundgol during 19:15 hrs. The accused was armed with a glass bottle. The accused was later identified through CCTV footage from nearby shop. Charges framed under IPC 21(b) NDPS.",Closed
927,40,0005/2025,2025-06-06,Assault,IPC 323,12.92269,74.827554,"On 06-06-2025, Manya Sule approached the station to report that Samar Kamdar caused hurt by punching near Old Town, Puttur at approximately 09:30 hrs. The accused was armed with a machete. Investigation revealed prior criminal history of the accused. Case booked under Section 323.",Under Investigation
928,157,0003/2024,2024-07-30,Theft,IPC 379,11.857807,76.997111,"An incident of theft was reported on 30-07-2024 at Market Area, Chamarajanagar City. The victim Tripti Yogi sustained life-threatening injuries. Tripti Thaker is identified as the primary suspect. The matter is being investigated under IPC Section 379. Forensic team dispatched to the scene.",Under Investigation
929,62,0002/2025,2025-11-11,Cybercrime,IPC 66C IT Act,17.310847,76.756039,"The complainant Madhav Kumar stated that on 11-11-2025 around 13:00 hrs, while at Main Circle, Afzalpur, Omkaar Zachariah along with 2 unknown accomplices sent phishing links to defraud the victim. The accused was armed with a glass bottle. Local witnesses identified the suspect. FIR filed under Section 66C IT Act IPC.",Chargesheeted
930,137,0002/2025,2025-11-27,Kidnapping & Abduction,IPC 363,14.315147,76.447279,"On 27-11-2025, at approximately 04:15 hrs, the complainant Zayyan Dash reported that Dhriti Kapadia committed kidnapping & abduction near Market Area, Holalkere. The accused fled towards south on a goods tempo. Case registered under IPC Section 363.",Chargesheeted
931,37,0003/2025,2025-12-31,Theft,IPC 379,12.866055,74.953708,"On 31-12-2025, Maya Aggarwal approached the station to report that Onkar Sarkar pilfered cash from the counter near Gandhi Nagar, Mangaluru South at approximately 04:15 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Chargesheeted
932,71,0001/2026,2026-01-13,Theft,IPC 379,15.213014,76.917017,"An incident of theft was reported on 13-01-2026 at Market Area, Kudligi. The victim Ranbir Kumar sustained moderate injuries. Maya Borde is identified as the primary suspect. The accused was armed with a machete. The matter is being investigated under IPC Section 379. Forensic team dispatched to the scene.",Under Investigation
933,28,0001/2026,2026-02-01,Cybercrime,IPC 66C IT Act,12.314173,76.726246,"The complainant Suhani Malhotra stated that on 01-02-2026 around 07:15 hrs, while at College Road, Nazarbad, Arya Krish along with 3 unknown accomplices committed online impersonation. The accused was armed with a sickle. Local witnesses identified the suspect. FIR filed under Section 66C IT Act IPC.",Under Investigation
934,97,0001/2024,2024-12-15,Dowry Death,IPC 304B,16.91393,75.745988,"An incident of dowry death was reported on 15-12-2024 at Station Road, Sindagi. The victim Rushil Lata sustained life-threatening injuries. Kalpit Mittal is identified as the primary suspect. The accused was armed with acid. The matter is being investigated under IPC Section 304B. Forensic team dispatched to the scene.",Chargesheeted
935,92,0002/2026,2026-05-26,Arms Act Violations,IPC 25 Arms Act,16.319028,77.438289,"The complainant Prisha Suri stated that on 26-05-2026 around 03:30 hrs, while at MG Road, Lingasugur, Warhi Tella along with 3 unknown accomplices brandished an unlicensed weapon. Local witnesses identified the suspect. FIR filed under Section 25 Arms Act IPC.",Under Investigation
936,168,0002/2026,2026-03-23,Burglary,IPC 457,12.325815,75.667668,"Received complaint from Vamakshi Sarkar regarding an incident on 23-03-2026. The accused Ria Lad allegedly broke into the residence at Lake View Area, Virajpet during 08:30 hrs. The accused was armed with an iron rod. The accused was later identified through CCTV footage from nearby bank branch. Charges framed under IPC 457.",Under Investigation
937,72,0004/2026,2026-02-17,Cybercrime,IPC 66C IT Act,13.354414,77.086101,"An incident of cybercrime was reported on 17-02-2026 at Court Complex Area, Tumakuru City. The victim Dhriti Dar sustained fatal injuries. Faris Sharaf is identified as the primary suspect. The matter is being investigated under IPC Section 66C IT Act. Forensic team dispatched to the scene.",Under Investigation
938,49,0001/2024,2024-10-19,Theft,IPC 379,15.345146,75.092917,"On 19-10-2024, at approximately 04:30 hrs, the complainant Pratyush Das reported that Dalaja Banerjee committed theft near MG Road, Dharwad City. The accused was armed with bare hands. The accused fled towards towards the railway station on an auto-rickshaw. Case registered under IPC Section 379.",Chargesheeted
939,133,0002/2024,2024-09-08,Assault,IPC 323,14.292945,76.464743,"On 08-09-2024, at approximately 04:45 hrs, the complainant Chatura Barman reported that Laksh Narayan committed assault near New Extension, Chitradurga City. The accused was armed with a sharp-edged weapon (knife). The accused fled towards towards the bus stand on an auto-rickshaw. Case registered under IPC Section 323.",Closed
940,147,0004/2025,2025-11-20,Assault,IPC 323,13.19165,78.093038,"The complainant Arunima Chokshi stated that on 20-11-2025 around 02:15 hrs, while at Court Complex Area, Kolar Rural, Robert Rattan along with 5 unknown accomplices caused hurt by punching. The accused was armed with bare hands. Local witnesses identified the suspect. FIR filed under Section 323 IPC.",Under Investigation
941,106,0001/2024,2024-07-27,Burglary,IPC 457,13.028646,76.091415,"Received complaint from Joshua Char regarding an incident on 27-07-2024. The accused Praneel Bala allegedly entered the shop by breaking the lock at Ring Road, Hassan Rural during 22:00 hrs. The accused was armed with a glass bottle. The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 457.",Under Investigation
942,143,0001/2026,2026-06-29,Robbery,IPC 392,12.545798,76.788135,"On 29-06-2026, at approximately 20:15 hrs, the complainant Samarth Baral reported that Pahal Pandya committed robbery near Market Area, Maddur. The accused fled towards northeast on a scooter. Case registered under IPC Section 392.",Chargesheeted
943,78,0003/2025,2025-09-16,Assault,IPC 323,13.399014,77.074785,"The complainant Advaith Choudhury stated that on 16-09-2025 around 22:30 hrs, while at Bypass Road, Sira, Vrishti Sha along with 5 unknown accomplices attacked without provocation. The accused was armed with a sharp-edged weapon (knife). Local witnesses identified the suspect. FIR filed under Section 323 IPC.",Under Investigation
944,47,0001/2024,2024-11-21,Burglary,IPC 457,15.388765,75.163178,"On 21-11-2024, Aradhana Mane approached the station to report that Noah Jaggi committed house-breaking at night near Hospital Road, Vidyanagar at approximately 16:45 hrs. The accused was armed with a wooden stick (lathi). Investigation revealed prior criminal history of the accused. Case booked under Section 457.",Under Investigation
945,69,0002/2025,2025-06-26,Assault,IPC 323,15.150134,76.977322,"An incident of assault was reported on 26-06-2025 at Industrial Area, Sandur. The victim Wridesh Kashyap sustained life-threatening injuries. Timothy Mall is identified as the primary suspect. The accused was armed with a machete. The matter is being investigated under IPC Section 323. Forensic team dispatched to the scene.",Closed
946,48,0003/2026,2026-06-09,Burglary,IPC 457,15.375771,75.156811,"The complainant Amara Pandya stated that on 09-06-2026 around 15:00 hrs, while at Hospital Road, Keshwapur, Tamanna Ravi along with 4 unknown accomplices committed house-breaking at night. The accused was armed with a machete. Local witnesses identified the suspect. FIR filed under Section 457 IPC.",Convicted
947,151,0003/2026,2026-07-08,Arms Act Violations,IPC 25 Arms Act,13.039712,78.123325,"An incident of arms act violations was reported on 08-07-2026 at Industrial Area, Mulbagal. The victim Max Bajaj sustained grievous injuries. Samesh Nagarajan is identified as the primary suspect. The accused was armed with a sharp-edged weapon (knife). The matter is being investigated under IPC Section 25 Arms Act. Forensic team dispatched to the scene.",Closed
948,158,0001/2024,2024-11-23,Motor Vehicle Theft,IPC 379 r/w 411,12.008072,76.987788,"An incident of motor vehicle theft was reported on 23-11-2024 at Market Area, Gundlupet. The victim Thomas Garg sustained minor injuries. Aarnav Buch is identified as the primary suspect. The matter is being investigated under IPC Section 379 r/w 411. Forensic team dispatched to the scene.",Chargesheeted
949,184,0003/2025,2025-05-17,Theft,IPC 379,15.496547,75.683939,"On 17-05-2025, at approximately 23:00 hrs, the complainant Samar Badal reported that Jacob Tripathi committed theft near Ring Road, Ron. The accused was armed with a wooden stick (lathi). The accused fled towards northeast on a motorcycle. Case registered under IPC Section 379.",Under Investigation
950,154,0002/2026,2026-01-03,Kidnapping & Abduction,IPC 363,12.704615,77.290681,"Received complaint from Gavin Madan regarding an incident on 03-01-2026. The accused Kevin Yadav allegedly abducted the victim at Hospital Road, Channapatna during 10:00 hrs. The accused was armed with acid. The accused was later identified through CCTV footage from nearby traffic signal. Charges framed under IPC 363.",Closed
951,90,0003/2026,2026-06-07,Theft,IPC 379,16.323877,77.298513,"Received complaint from Jeet Chandran regarding an incident on 07-06-2026. The accused Yug Palan allegedly committed theft of a two-wheeler at Railway Station Road, Sindhanur during 01:00 hrs. The accused was later identified through CCTV footage from nearby traffic signal. Charges framed under IPC 379.",Under Investigation
952,60,0003/2026,2026-02-22,Cybercrime,IPC 66C IT Act,17.386183,76.835416,"An incident of cybercrime was reported on 22-02-2026 at Main Circle, Kalaburagi Rural. The victim Niharika Kant sustained life-threatening injuries. Neelima Batta is identified as the primary suspect. The matter is being investigated under IPC Section 66C IT Act. Forensic team dispatched to the scene.",Closed
953,177,0002/2025,2025-07-04,Motor Vehicle Theft,IPC 379 r/w 411,14.849935,75.349001,"On 04-07-2025, at approximately 12:45 hrs, the complainant Tripti Gandhi reported that Isaac Bail committed motor vehicle theft near Nehru Road, Ranebennur. The accused was armed with a sickle. The accused fled towards towards the railway station on a motorcycle. Case registered under IPC Section 379 r/w 411.",Chargesheeted
954,68,0002/2025,2025-08-26,Sexual Offences,IPC 376,15.209749,76.849118,"An incident of sexual offences was reported on 26-08-2025 at Bus Stand, Hospet. The victim Thomas Mammen sustained grievous injuries. Meera Panchal is identified as the primary suspect. The matter is being investigated under IPC Section 376. Forensic team dispatched to the scene.",Under Investigation
955,81,0002/2025,2025-10-21,Burglary,IPC 457,13.913592,75.588714,"An incident of burglary was reported on 21-10-2025 at Main Circle, Shivamogga Rural. The victim Aarush Khare sustained moderate injuries. Viraj Varughese is identified as the primary suspect. The accused was armed with no weapon (verbal threat). The matter is being investigated under IPC Section 457. Forensic team dispatched to the scene.",Chargesheeted
956,128,0002/2024,2024-12-09,Theft,IPC 379,13.303815,74.756451,"An incident of theft was reported on 09-12-2024 at Railway Station Road, Kundapura. The victim Radhika Raju sustained minor injuries. Tanay Rajan is identified as the primary suspect. The matter is being investigated under IPC Section 379. Forensic team dispatched to the scene.",Closed
957,41,0003/2025,2025-01-29,Assault,IPC 323,12.936899,74.867449,"Received complaint from Tanay Kata regarding an incident on 29-01-2025. The accused Hitesh Grewal allegedly caused hurt by punching at MG Road, Sullia during 19:15 hrs. The accused was armed with acid. The accused was later identified through CCTV footage from nearby bank branch. Charges framed under IPC 323.",Under Investigation
958,20,0003/2024,2024-09-20,Criminal Breach of Trust,IPC 406,13.045978,77.57725,"The complainant Finn Rege stated that on 20-09-2024 around 17:15 hrs, while at Industrial Area, Malleswaram, Aryan Sarma along with 4 unknown accomplices committed breach of trust. The accused was armed with acid. Local witnesses identified the suspect. FIR filed under Section 406 IPC.",Under Investigation
959,97,0002/2024,2024-12-01,Motor Vehicle Theft,IPC 379 r/w 411,16.905557,75.744639,"Received complaint from Saanvi Doctor regarding an incident on 01-12-2024. The accused Kashvi Dugar allegedly committed theft of a car at Station Road, Sindagi during 07:00 hrs. The accused was later identified through CCTV footage from nearby jewellery shop. Charges framed under IPC 379 r/w 411.",Convicted
960,141,0002/2025,2025-03-22,Theft,IPC 379,12.547111,76.824402,"On 22-03-2025, Lajita Bajaj approached the station to report that Naksh Tak pilfered cash from the counter near Gandhi Nagar, Srirangapatna at approximately 05:45 hrs. The accused was armed with a machete. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Under Investigation
961,205,0002/2024,2024-10-01,Burglary,IPC 457,16.833024,77.032079,"The complainant Samesh Swamy stated that on 01-10-2024 around 12:15 hrs, while at MG Road, Yadgir City, Advay Baral along with 5 unknown accomplices committed house-breaking at night. The accused was armed with a glass bottle. Local witnesses identified the suspect. FIR filed under Section 457 IPC.",Under Investigation
962,153,0004/2025,2025-04-29,SC/ST Atrocities,IPC 3(1)(r) SC/ST Act,12.755949,77.384835,"Received complaint from Hema Nagy regarding an incident on 29-04-2025. The accused Wyatt Mane allegedly used casteist slurs against the victim at Hospital Road, Ramanagara City during 09:45 hrs. The accused was later identified through CCTV footage from nearby jewellery shop. Charges framed under IPC 3(1)(r) SC/ST Act.",Under Investigation
963,179,0001/2024,2024-09-30,Assault,IPC 323,14.69552,75.42943,"On 30-09-2024, Xalak Tripathi approached the station to report that Janaki Pall assaulted the victim near Old Town, Savanur at approximately 15:00 hrs. The accused was armed with no weapon (verbal threat). Investigation revealed prior criminal history of the accused. Case booked under Section 323.",Closed
964,13,0004/2025,2025-01-22,Theft,IPC 379,12.928384,77.676803,"Received complaint from Riya Jha regarding an incident on 22-01-2025. The accused Onveer Gera allegedly stole a mobile phone at Nehru Road, Yelahanka during 21:45 hrs. The accused was armed with no weapon (verbal threat). The accused was later identified through CCTV footage from nearby traffic signal. Charges framed under IPC 379.",Under Investigation
965,126,0003/2025,2025-07-22,Burglary,IPC 457,13.275871,75.786638,"Received complaint from Maanas Brahmbhatt regarding an incident on 22-07-2025. The accused Farhan Mandal allegedly broke into the residence at Old Town, N.R. Pura during 09:15 hrs. The accused was armed with an iron rod. The accused was later identified through CCTV footage from nearby shop. Charges framed under IPC 457.",Under Investigation
966,69,0002/2024,2024-12-16,Sexual Offences,IPC 376,15.105332,76.945015,"An incident of sexual offences was reported on 16-12-2024 at Commercial Street, Sandur. The victim Om Raval sustained moderate injuries. Panini Sunder is identified as the primary suspect. The matter is being investigated under IPC Section 376. Forensic team dispatched to the scene.",Chargesheeted
967,141,0002/2024,2024-12-04,Kidnapping & Abduction,IPC 363,12.561936,76.884523,"Received complaint from Tejas Murthy regarding an incident on 04-12-2024. The accused Radhika Mani allegedly abducted the victim at Railway Station Road, Srirangapatna during 10:00 hrs. The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 363.",Under Investigation
968,109,0006/2025,2025-04-11,Theft,IPC 379,12.952603,76.145642,"On 11-04-2025, Nidhi Mahal approached the station to report that Ekbal Verma committed theft of a two-wheeler near Commercial Street, Arsikere at approximately 06:30 hrs. The accused was armed with a machete. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Under Investigation
969,155,0004/2025,2025-04-07,Cheating & Fraud,IPC 420,12.807699,77.261217,"Received complaint from Bina Kashyap regarding an incident on 07-04-2025. The accused Jhalak Bhat allegedly committed online fraud at Court Complex Area, Magadi during 03:30 hrs. The accused was armed with a country-made firearm. The accused was later identified through CCTV footage from nearby traffic signal. Charges framed under IPC 420.",Under Investigation
970,62,0003/2025,2025-11-29,Criminal Breach of Trust,IPC 406,17.335662,76.766524,"An incident of criminal breach of trust was reported on 29-11-2025 at Main Circle, Afzalpur. The victim Upasna Bajwa sustained moderate injuries. Mitesh Sem is identified as the primary suspect. The accused was armed with acid. The matter is being investigated under IPC Section 406. Forensic team dispatched to the scene.",Convicted
971,52,0003/2024,2024-12-30,Cybercrime,IPC 66C IT Act,15.780339,74.525541,"On 30-12-2024, Dhruv Sethi approached the station to report that Balvan Bahl committed online impersonation near Old Town, Gokak at approximately 04:30 hrs. The accused was armed with an iron rod. Investigation revealed prior criminal history of the accused. Case booked under Section 66C IT Act.",Under Investigation
972,169,0003/2025,2025-12-12,Theft,IPC 379,12.507134,75.793974,"On 12-12-2025, at approximately 21:00 hrs, the complainant Lopa Pai reported that Abdul Varughese committed theft near Market Area, Somwarpet. The accused was armed with a sharp-edged weapon (knife). The accused fled towards northeast on a goods tempo. Case registered under IPC Section 379.",Chargesheeted
973,188,0001/2025,2025-01-27,Theft,IPC 379,15.24333,76.142105,"Received complaint from Lakshmi Bahri regarding an incident on 27-01-2025. The accused Naksh Virk allegedly committed theft of a two-wheeler at Old Town, Koppal Rural during 15:00 hrs. The accused was armed with a wooden stick (lathi). The accused was later identified through CCTV footage from nearby shop. Charges framed under IPC 379.",Convicted
974,37,0004/2026,2026-04-21,Assault,IPC 323,12.782191,74.890211,"On 21-04-2026, Rajata Sehgal approached the station to report that Wridesh Bhatt attacked without provocation near Bus Stand, Mangaluru South at approximately 02:00 hrs. The accused was armed with a wooden stick (lathi). Investigation revealed prior criminal history of the accused. Case booked under Section 323.",Chargesheeted
975,83,0003/2026,2026-04-26,Theft,IPC 379,13.87662,75.656727,"Received complaint from Gaurav Sarkar regarding an incident on 26-04-2026. The accused Utkarsh Patla allegedly stole a mobile phone at Industrial Area, Sagar during 07:30 hrs. The accused was armed with an iron rod. The accused was later identified through CCTV footage from nearby petrol bunk. Charges framed under IPC 379.",Closed
976,52,0004/2025,2025-11-03,Burglary,IPC 457,15.816853,74.531316,"Received complaint from Ijaya Karnik regarding an incident on 03-11-2025. The accused Tara Nath allegedly committed house-breaking at night at Market Area, Gokak during 13:45 hrs. The accused was armed with a wooden stick (lathi). The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 457.",Convicted
977,156,0002/2026,2026-05-06,Theft,IPC 379,12.66614,77.240488,"The complainant Jeevika Lad stated that on 06-05-2026 around 11:30 hrs, while at Commercial Street, Kanakapura, Rudra Ghose along with 2 unknown accomplices pilfered cash from the counter. The accused was armed with acid. Local witnesses identified the suspect. FIR filed under Section 379 IPC.",Under Investigation
978,78,0002/2024,2024-11-20,Criminal Breach of Trust,IPC 406,13.455713,77.10348,"On 20-11-2024, at approximately 21:15 hrs, the complainant Nakul Ganguly reported that Panini Sunder committed criminal breach of trust near MG Road, Sira. The accused was armed with a machete. The accused fled towards towards the railway station on a scooter. Case registered under IPC Section 406.",Chargesheeted
979,64,0003/2025,2025-07-24,Attempt to Murder,IPC 307,17.346429,76.910425,"On 24-07-2025, at approximately 23:30 hrs, the complainant Zansi Wali reported that Harsh Prabhakar committed attempt to murder near Main Circle, Sedam. The accused was armed with no weapon (verbal threat). The accused fled towards towards the railway station on a white Maruti car. Case registered under IPC Section 307.",Closed
980,12,0004/2026,2026-01-28,Robbery,IPC 392,12.976713,77.572144,"On 28-01-2026, at approximately 22:00 hrs, the complainant Balhaar Raj reported that Wishi Krishna committed robbery near Nehru Road, Electronic City. The accused was armed with a glass bottle. The accused fled towards towards the bus stand on a scooter. Case registered under IPC Section 392.",Chargesheeted
